"lambda","phi","eta","start","end","type"
3,0.1,0.6,36515,36515,"conserved"
3,0.1,0.6,36517,36517,"acc"
3,0.1,0.6,36519,36519,"acc"
3,0.1,0.6,36521,36521,"conserved"
3,0.1,0.6,36523,36523,"conserved"
3,0.1,0.6,36525,36525,"conserved"
3,0.1,0.6,36527,36527,"acc"
3,0.1,0.6,36529,36529,"acc"
3,0.1,0.6,36531,36531,"conserved"
3,0.1,0.6,36533,36533,"acc"
3,0.1,0.6,36535,36535,"conserved"
3,0.1,0.6,36537,36537,"conserved"
3,0.1,0.6,36539,36539,"conserved"
3,0.1,0.6,36541,36541,"conserved"
3,0.1,0.6,36543,36543,"conserved"
3,0.1,0.6,36545,36545,"acc"
3,0.1,0.6,36547,36547,"conserved"
3,0.1,0.6,36549,36549,"conserved"
3,0.1,0.6,36551,36551,"conserved"
3,0.1,0.6,36553,36553,"conserved"
3,0.1,0.6,36555,36555,"conserved"
3,0.1,0.6,36557,36557,"conserved"
3,0.1,0.6,36559,36559,"conserved"
3,0.1,0.6,36561,36561,"conserved"
3,0.1,0.6,36563,36563,"conserved"
3,0.1,0.6,36565,36565,"conserved"
3,0.1,0.6,36567,36567,"conserved"
3,0.1,0.6,36569,36569,"conserved"
3,0.1,0.6,36571,36571,"acc"
3,0.1,0.6,36573,36573,"conserved"
3,0.1,0.6,36575,36575,"acc"
3,0.1,0.6,36577,36578,"conserved"
3,0.1,0.6,36580,36580,"conserved"
3,0.1,0.6,36582,36582,"acc"
3,0.1,0.6,36584,36584,"conserved"
3,0.1,0.6,36586,36586,"conserved"
3,0.1,0.6,36588,36588,"conserved"
3,0.1,0.6,36590,36590,"conserved"
3,0.1,0.6,36592,36592,"conserved"
3,0.1,0.6,36594,36594,"acc"
3,0.1,0.6,36596,36596,"conserved"
3,0.1,0.6,36598,36598,"acc"
3,0.1,0.6,36600,36600,"conserved"
3,0.1,0.6,36603,36603,"conserved"
3,0.1,0.6,36605,36605,"conserved"
3,0.1,0.6,36607,36607,"acc"
3,0.1,0.6,36609,36609,"conserved"
3,0.1,0.6,36611,36611,"acc"
3,0.1,0.6,36613,36613,"conserved"
3,0.1,0.6,36615,36615,"conserved"
3,0.1,0.6,36617,36617,"conserved"
3,0.1,0.6,36619,36619,"acc"
3,0.1,0.6,36621,36621,"conserved"
3,0.1,0.6,36623,36623,"conserved"
3,0.1,0.6,36625,36625,"conserved"
3,0.1,0.6,36627,36627,"conserved"
3,0.1,0.6,36629,36629,"acc"
3,0.1,0.6,36631,36631,"conserved"
3,0.1,0.6,36633,36633,"conserved"
3,0.1,0.6,36635,36635,"conserved"
3,0.1,0.6,36637,36637,"conserved"
3,0.1,0.6,36639,36640,"conserved"
3,0.1,0.6,36642,36642,"conserved"
3,0.1,0.6,36644,36644,"conserved"
3,0.1,0.6,36646,36646,"conserved"
3,0.1,0.6,36648,36648,"acc"
3,0.1,0.6,36650,36650,"conserved"
3,0.1,0.6,36652,36652,"conserved"
3,0.1,0.6,36654,36654,"acc"
3,0.1,0.6,36656,36656,"conserved"
3,0.1,0.6,36658,36658,"conserved"
3,0.1,0.6,36660,36660,"acc"
3,0.1,0.6,36662,36662,"conserved"
3,0.1,0.6,36664,36664,"conserved"
3,0.1,0.6,36666,36666,"conserved"
3,0.1,0.6,36668,36668,"conserved"
3,0.1,0.6,36670,36670,"conserved"
3,0.1,0.6,36672,36672,"acc"
3,0.1,0.6,36674,36674,"conserved"
3,0.1,0.6,36676,36676,"conserved"
3,0.1,0.6,36678,36678,"conserved"
3,0.1,0.6,36680,36680,"conserved"
3,0.1,0.6,36682,36682,"acc"
3,0.1,0.6,36684,36684,"conserved"
3,0.1,0.6,36686,36686,"acc"
3,0.1,0.6,36688,36688,"conserved"
3,0.1,0.6,36690,36690,"conserved"
3,0.1,0.6,36692,36692,"conserved"
3,0.1,0.6,36694,36694,"conserved"
3,0.1,0.6,36696,36696,"conserved"
3,0.1,0.6,36698,36698,"acc"
3,0.1,0.6,36700,36700,"conserved"
3,0.1,0.6,36702,36702,"conserved"
3,0.1,0.6,36704,36704,"conserved"
3,0.1,0.6,36706,36706,"conserved"
3,0.1,0.6,36708,36708,"conserved"
3,0.1,0.6,36710,36710,"conserved"
3,0.1,0.6,36712,36712,"conserved"
3,0.1,0.6,36714,36714,"conserved"
3,0.1,0.6,36716,36716,"conserved"
3,0.1,0.6,36718,36718,"conserved"
3,0.1,0.6,36720,36720,"conserved"
3,0.1,0.6,36722,36722,"conserved"
3,0.1,0.6,36724,36724,"conserved"
3,0.1,0.6,36726,36726,"conserved"
3,0.1,0.6,36728,36728,"conserved"
3,0.1,0.6,36730,36730,"conserved"
3,0.1,0.6,36732,36732,"conserved"
3,0.1,0.6,36734,36734,"conserved"
3,0.1,0.6,36736,36736,"conserved"
3,0.1,0.6,36738,36738,"conserved"
3,0.1,0.6,36740,36740,"conserved"
3,0.1,0.6,36742,36742,"conserved"
3,0.1,0.6,36744,36744,"conserved"
3,0.1,0.6,36746,36746,"conserved"
3,0.1,0.6,36748,36748,"conserved"
3,0.1,0.6,36750,36750,"conserved"
3,0.1,0.6,36752,36752,"conserved"
3,0.1,0.6,36754,36754,"conserved"
3,0.1,0.6,36756,36756,"conserved"
3,0.1,0.6,36758,36758,"conserved"
3,0.1,0.6,36760,36760,"conserved"
3,0.1,0.6,36762,36762,"conserved"
3,0.1,0.6,36764,36764,"conserved"
3,0.1,0.6,36766,36766,"conserved"
3,0.1,0.6,36768,36768,"conserved"
3,0.1,0.6,36770,36770,"conserved"
3,0.1,0.6,36772,36772,"conserved"
3,0.1,0.6,36774,36774,"conserved"
3,0.1,0.6,36776,36776,"conserved"
3,0.1,0.6,36778,36778,"conserved"
3,0.1,0.6,36780,36780,"conserved"
3,0.1,0.6,36782,36782,"conserved"
3,0.1,0.6,36784,36784,"conserved"
3,0.1,0.6,36786,36786,"conserved"
3,0.1,0.6,36788,36788,"conserved"
3,0.1,0.6,36790,36790,"conserved"
3,0.1,0.6,36792,36792,"conserved"
3,0.1,0.6,36794,36794,"conserved"
3,0.1,0.6,36796,36796,"conserved"
3,0.1,0.6,36798,36798,"conserved"
3,0.1,0.6,36800,36800,"conserved"
3,0.1,0.6,36802,36802,"conserved"
3,0.1,0.6,36804,36804,"conserved"
3,0.1,0.6,36806,36806,"conserved"
3,0.1,0.6,36808,36808,"conserved"
3,0.1,0.6,36810,36810,"conserved"
3,0.1,0.6,36812,36812,"conserved"
3,0.1,0.6,36814,36814,"conserved"
3,0.1,0.6,36816,36816,"conserved"
3,0.1,0.6,36818,36818,"conserved"
3,0.1,0.6,36820,36820,"conserved"
3,0.1,0.6,36822,36822,"conserved"
3,0.1,0.6,36824,36824,"conserved"
3,0.1,0.6,36826,36826,"conserved"
3,0.1,0.6,36828,36828,"conserved"
3,0.1,0.6,36830,36830,"conserved"
3,0.1,0.6,36832,36832,"conserved"
3,0.1,0.6,36834,36834,"conserved"
3,0.1,0.6,36836,36836,"conserved"
3,0.1,0.6,36838,36838,"conserved"
3,0.1,0.6,36840,36840,"conserved"
3,0.1,0.6,36842,36842,"conserved"
3,0.1,0.6,36844,36844,"conserved"
3,0.1,0.6,36846,36846,"conserved"
3,0.1,0.6,36848,36848,"conserved"
3,0.1,0.6,36850,36850,"conserved"
3,0.1,0.6,36852,36852,"conserved"
3,0.1,0.6,36854,36854,"conserved"
3,0.1,0.6,36856,36856,"conserved"
3,0.1,0.6,36858,36858,"conserved"
3,0.1,0.6,36860,36860,"conserved"
3,0.1,0.6,36862,36862,"conserved"
3,0.1,0.6,36864,36864,"conserved"
3,0.1,0.6,36866,36866,"conserved"
3,0.1,0.6,36868,36868,"conserved"
3,0.1,0.6,36870,36870,"conserved"
3,0.1,0.6,36872,36872,"conserved"
3,0.1,0.6,36874,36874,"conserved"
3,0.1,0.6,36876,36876,"conserved"
3,0.1,0.6,36878,36878,"conserved"
3,0.1,0.6,36880,36880,"conserved"
3,0.1,0.6,36882,36882,"conserved"
3,0.1,0.6,36884,36884,"conserved"
3,0.1,0.6,36886,36886,"conserved"
3,0.1,0.6,36888,36888,"conserved"
3,0.1,0.6,36890,36890,"conserved"
3,0.1,0.6,36892,36892,"conserved"
3,0.1,0.6,36894,36894,"conserved"
3,0.1,0.6,36896,36896,"conserved"
3,0.1,0.6,36898,36898,"conserved"
3,0.1,0.6,36900,36900,"conserved"
3,0.1,0.6,36902,36902,"conserved"
3,0.1,0.6,36904,36904,"conserved"
3,0.1,0.6,36906,36906,"conserved"
3,0.1,0.6,36908,36908,"conserved"
3,0.1,0.6,36910,36910,"conserved"
3,0.1,0.6,36912,36912,"conserved"
3,0.1,0.6,36914,36914,"conserved"
3,0.1,0.6,36916,36916,"conserved"
3,0.1,0.6,36918,36918,"conserved"
3,0.1,0.6,36920,36920,"conserved"
3,0.1,0.6,36922,36922,"conserved"
3,0.1,0.6,36924,36924,"conserved"
3,0.1,0.6,36926,36926,"conserved"
3,0.1,0.6,36928,36928,"conserved"
3,0.1,0.6,36930,36930,"conserved"
3,0.1,0.6,36932,36932,"conserved"
3,0.1,0.6,36934,36934,"conserved"
3,0.1,0.6,36936,36936,"conserved"
3,0.1,0.6,36938,36938,"conserved"
3,0.1,0.6,36940,36940,"conserved"
3,0.1,0.6,36942,36942,"conserved"
3,0.1,0.6,36944,36944,"conserved"
3,0.1,0.6,36946,36946,"conserved"
3,0.1,0.6,36948,36948,"conserved"
3,0.1,0.6,36950,36950,"conserved"
3,0.1,0.6,36952,36952,"conserved"
3,0.1,0.6,36954,36954,"conserved"
3,0.1,0.6,36956,36956,"conserved"
3,0.1,0.6,36958,36958,"conserved"
3,0.1,0.6,36960,36960,"conserved"
3,0.1,0.6,36962,36962,"conserved"
3,0.1,0.6,36964,36964,"conserved"
3,0.1,0.6,36966,36966,"conserved"
3,0.1,0.6,36968,36968,"conserved"
3,0.1,0.6,36970,36970,"conserved"
3,0.1,0.6,36972,36972,"conserved"
3,0.1,0.6,36974,36974,"conserved"
3,0.1,0.6,36976,36976,"conserved"
3,0.1,0.6,36978,36978,"conserved"
3,0.1,0.6,36980,36980,"conserved"
3,0.1,0.6,36982,36982,"conserved"
3,0.1,0.6,36984,36984,"conserved"
3,0.1,0.6,36986,36986,"conserved"
3,0.1,0.6,36988,36988,"conserved"
3,0.1,0.6,36990,36990,"conserved"
3,0.1,0.6,36992,36992,"conserved"
3,0.1,0.6,36994,36994,"conserved"
3,0.1,0.6,36996,36996,"conserved"
3,0.1,0.6,36998,36998,"conserved"
3,0.1,0.6,37000,37000,"conserved"
3,0.1,0.6,37002,37002,"conserved"
3,0.1,0.6,37004,37004,"conserved"
3,0.1,0.6,37006,37006,"conserved"
3,0.1,0.6,37008,37008,"conserved"
3,0.1,0.6,37010,37010,"conserved"
3,0.1,0.6,37012,37012,"conserved"
3,0.1,0.6,37014,37014,"conserved"
3,0.1,0.6,37016,37016,"conserved"
3,0.1,0.6,37018,37018,"conserved"
3,0.1,0.6,37020,37020,"conserved"
3,0.1,0.6,37022,37022,"conserved"
3,0.1,0.6,37024,37024,"conserved"
3,0.1,0.6,37026,37026,"conserved"
3,0.1,0.6,37028,37028,"conserved"
3,0.1,0.6,37030,37030,"conserved"
3,0.1,0.6,37032,37032,"conserved"
3,0.1,0.6,37034,37034,"conserved"
3,0.1,0.6,37036,37036,"conserved"
3,0.1,0.6,37038,37038,"conserved"
3,0.1,0.6,37040,37040,"conserved"
3,0.1,0.6,37042,37042,"conserved"
3,0.1,0.6,37044,37044,"conserved"
3,0.1,0.6,37046,37046,"conserved"
3,0.1,0.6,37048,37048,"conserved"
3,0.1,0.6,37050,37050,"conserved"
3,0.1,0.6,37052,37052,"conserved"
3,0.1,0.6,37054,37054,"conserved"
3,0.1,0.6,37056,37056,"conserved"
3,0.1,0.6,37058,37058,"conserved"
3,0.1,0.6,37060,37060,"acc"
3,0.1,0.6,37062,37062,"conserved"
3,0.1,0.6,37064,37064,"acc"
3,0.1,0.6,37066,37066,"acc"
3,0.1,0.6,37068,37068,"conserved"
3,0.1,0.6,37070,37070,"conserved"
3,0.1,0.6,37072,37072,"conserved"
3,0.1,0.6,37074,37074,"conserved"
3,0.1,0.6,37076,37076,"acc"
3,0.1,0.6,37078,37078,"conserved"
3,0.1,0.6,37080,37080,"acc"
3,0.1,0.6,37082,37082,"conserved"
3,0.1,0.6,37084,37084,"conserved"
3,0.1,0.6,37086,37086,"conserved"
3,0.1,0.6,37089,37089,"conserved"
3,0.1,0.6,37091,37091,"conserved"
3,0.1,0.6,37093,37093,"conserved"
3,0.1,0.6,37095,37095,"conserved"
3,0.1,0.6,37097,37097,"acc"
3,0.1,0.6,37099,37099,"conserved"
3,0.1,0.6,37101,37101,"conserved"
3,0.1,0.6,37103,37103,"conserved"
3,0.1,0.6,37105,37105,"acc"
3,0.1,0.6,37107,37107,"acc"
3,0.1,0.6,37109,37109,"acc"
3,0.1,0.6,37111,37111,"acc"
3,0.1,0.6,37113,37113,"conserved"
3,0.1,0.6,37115,37115,"acc"
3,0.1,0.6,37117,37117,"conserved"
3,0.1,0.6,37119,37119,"conserved"
3,0.1,0.6,37121,37121,"conserved"
3,0.1,0.6,37123,37123,"acc"
3,0.1,0.6,37125,37125,"acc"
3,0.1,0.6,37127,37127,"conserved"
3,0.1,0.6,37129,37129,"conserved"
3,0.1,0.6,37131,37131,"conserved"
3,0.1,0.6,37133,37133,"conserved"
3,0.1,0.6,37135,37135,"conserved"
3,0.1,0.6,37137,37137,"conserved"
3,0.1,0.6,37139,37139,"conserved"
3,0.1,0.6,37141,37141,"acc"
3,0.1,0.6,37143,37143,"conserved"
3,0.1,0.6,37145,37145,"acc"
3,0.1,0.6,37147,37147,"conserved"
3,0.1,0.6,37149,37149,"conserved"
3,0.1,0.6,37151,37151,"conserved"
3,0.1,0.6,37153,37153,"conserved"
3,0.1,0.6,37155,37155,"conserved"
3,0.1,0.6,37157,37157,"acc"
3,0.1,0.6,37159,37159,"acc"
3,0.1,0.6,37161,37161,"conserved"
3,0.1,0.6,37163,37163,"conserved"
3,0.1,0.6,37165,37165,"acc"
3,0.1,0.6,37167,37167,"conserved"
3,0.1,0.6,37169,37169,"acc"
3,0.1,0.6,37171,37171,"acc"
3,0.1,0.6,37174,37174,"conserved"
3,0.1,0.6,37176,37176,"conserved"
3,0.1,0.6,37178,37178,"conserved"
3,0.1,0.6,37180,37180,"conserved"
3,0.1,0.6,37182,37182,"conserved"
3,0.1,0.6,37184,37184,"conserved"
3,0.1,0.6,37186,37186,"conserved"
3,0.1,0.6,37188,37188,"conserved"
3,0.1,0.6,37190,37190,"conserved"
3,0.1,0.6,37192,37192,"conserved"
3,0.1,0.6,37194,37194,"conserved"
3,0.1,0.6,37196,37196,"conserved"
3,0.1,0.6,37198,37198,"conserved"
3,0.1,0.6,37200,37200,"acc"
3,0.1,0.6,37202,37202,"conserved"
3,0.1,0.6,37204,37204,"conserved"
3,0.1,0.6,37206,37206,"conserved"
3,0.1,0.6,37208,37208,"conserved"
3,0.1,0.6,37210,37210,"conserved"
3,0.1,0.6,37212,37212,"conserved"
3,0.1,0.6,37214,37214,"acc"
3,0.1,0.6,37216,37216,"conserved"
3,0.1,0.6,37218,37218,"acc"
3,0.1,0.6,37220,37220,"conserved"
3,0.1,0.6,37222,37222,"conserved"
3,0.1,0.6,37224,37224,"conserved"
3,0.1,0.6,37226,37226,"conserved"
3,0.1,0.6,37228,37228,"conserved"
3,0.1,0.6,37230,37230,"acc"
3,0.1,0.6,37232,37232,"conserved"
3,0.1,0.6,37234,37234,"acc"
3,0.1,0.6,37236,37236,"conserved"
3,0.1,0.6,37238,37238,"conserved"
3,0.1,0.6,37240,37240,"conserved"
3,0.1,0.6,37242,37242,"conserved"
3,0.1,0.6,37244,37244,"conserved"
3,0.1,0.6,37246,37246,"conserved"
3,0.1,0.6,37248,37248,"conserved"
3,0.1,0.6,37250,37250,"acc"
3,0.1,0.6,37252,37252,"conserved"
3,0.1,0.6,37254,37254,"conserved"
3,0.1,0.6,37256,37256,"conserved"
3,0.1,0.6,37259,37259,"conserved"
3,0.1,0.6,37261,37261,"acc"
3,0.1,0.6,37263,37263,"conserved"
3,0.1,0.6,37266,37266,"conserved"
3,0.1,0.6,37268,37268,"acc"
3,0.1,0.6,37270,37270,"conserved"
3,0.1,0.6,37272,37272,"acc"
3,0.1,0.6,37274,37274,"conserved"
3,0.1,0.6,37276,37276,"conserved"
3,0.1,0.6,37278,37278,"acc"
3,0.1,0.6,37280,37280,"acc"
3,0.1,0.6,37282,37282,"conserved"
3,0.1,0.6,37284,37284,"conserved"
3,0.1,0.6,37286,37286,"conserved"
3,0.1,0.6,37288,37288,"conserved"
3,0.1,0.6,37290,37290,"acc"
3,0.1,0.6,37292,37292,"conserved"
3,0.1,0.6,37294,37294,"conserved"
3,0.1,0.6,37296,37296,"conserved"
3,0.1,0.6,37298,37298,"acc"
3,0.1,0.6,37300,37300,"conserved"
3,0.1,0.6,37302,37302,"acc"
3,0.1,0.6,37304,37304,"conserved"
3,0.1,0.6,37306,37306,"conserved"
3,0.1,0.6,37308,37308,"conserved"
3,0.1,0.6,37310,37310,"acc"
3,0.1,0.6,37312,37312,"conserved"
3,0.1,0.6,37314,37314,"conserved"
3,0.1,0.6,37316,37316,"conserved"
3,0.1,0.6,37318,37318,"acc"
3,0.1,0.6,37320,37320,"conserved"
3,0.1,0.6,37322,37322,"conserved"
3,0.1,0.6,37324,37324,"conserved"
3,0.1,0.6,37326,37326,"conserved"
3,0.1,0.6,37328,37328,"acc"
3,0.1,0.6,37330,37331,"conserved"
3,0.1,0.6,37333,37333,"conserved"
3,0.1,0.6,37335,37335,"conserved"
3,0.1,0.6,37337,37337,"conserved"
3,0.1,0.6,37339,37339,"conserved"
3,0.1,0.6,37341,37341,"acc"
3,0.1,0.6,37343,37343,"conserved"
3,0.1,0.6,37345,37345,"conserved"
3,0.1,0.6,37347,37347,"conserved"
3,0.1,0.6,37349,37349,"acc"
3,0.1,0.6,37351,37351,"conserved"
3,0.1,0.6,37353,37353,"acc"
3,0.1,0.6,37355,37355,"acc"
3,0.1,0.6,37357,37357,"conserved"
3,0.1,0.6,37359,37359,"acc"
3,0.1,0.6,37361,37361,"conserved"
3,0.1,0.6,37363,37363,"conserved"
3,0.1,0.6,37365,37365,"conserved"
3,0.1,0.6,37367,37367,"conserved"
3,0.1,0.6,37369,37369,"conserved"
3,0.1,0.6,37371,37371,"conserved"
3,0.1,0.6,37373,37373,"acc"
3,0.1,0.6,37375,37375,"conserved"
3,0.1,0.6,37377,37377,"acc"
3,0.1,0.6,37379,37379,"acc"
3,0.1,0.6,37381,37381,"acc"
3,0.1,0.6,37383,37383,"conserved"
3,0.1,0.6,37385,37385,"acc"
3,0.1,0.6,37387,37387,"acc"
3,0.1,0.6,37389,37389,"conserved"
3,0.1,0.6,37391,37391,"conserved"
3,0.1,0.6,37393,37393,"acc"
3,0.1,0.6,37395,37395,"conserved"
3,0.1,0.6,37398,37398,"acc"
3,0.1,0.6,37400,37400,"acc"
3,0.1,0.6,37402,37402,"conserved"
3,0.1,0.6,37404,37404,"conserved"
3,0.1,0.6,37406,37406,"acc"
3,0.1,0.6,37408,37408,"conserved"
3,0.1,0.6,37410,37410,"conserved"
3,0.1,0.6,37412,37412,"conserved"
3,0.1,0.6,37414,37414,"acc"
3,0.1,0.6,37416,37416,"conserved"
3,0.1,0.6,37418,37418,"conserved"
3,0.1,0.6,37420,37420,"acc"
3,0.1,0.6,37422,37422,"acc"
3,0.1,0.6,37424,37424,"conserved"
3,0.1,0.6,37426,37426,"acc"
3,0.1,0.6,37428,37428,"acc"
3,0.1,0.6,37430,37430,"conserved"
3,0.1,0.6,37432,37432,"conserved"
3,0.1,0.6,37434,37434,"conserved"
3,0.1,0.6,37436,37436,"conserved"
3,0.1,0.6,37438,37438,"conserved"
3,0.1,0.6,37441,37441,"acc"
3,0.1,0.6,37443,37443,"conserved"
3,0.1,0.6,37445,37445,"conserved"
3,0.1,0.6,37447,37447,"conserved"
3,0.1,0.6,37449,37449,"conserved"
3,0.1,0.6,37451,37451,"acc"
3,0.1,0.6,37453,37453,"conserved"
3,0.1,0.6,37455,37455,"conserved"
3,0.1,0.6,37457,37457,"conserved"
3,0.1,0.6,37459,37459,"conserved"
3,0.1,0.6,37461,37461,"acc"
3,0.1,0.6,37463,37463,"conserved"
3,0.1,0.6,37465,37465,"acc"
3,0.1,0.6,37467,37467,"conserved"
3,0.1,0.6,37469,37469,"acc"
3,0.1,0.6,37471,37471,"acc"
3,0.1,0.6,37473,37473,"conserved"
3,0.1,0.6,37475,37475,"conserved"
3,0.1,0.6,37477,37477,"acc"
3,0.1,0.6,37479,37479,"conserved"
3,0.1,0.6,37481,37481,"acc"
3,0.1,0.6,37483,37483,"conserved"
3,0.1,0.6,37485,37485,"acc"
3,0.1,0.6,37487,37487,"conserved"
3,0.1,0.6,37489,37489,"acc"
3,0.1,0.6,37491,37491,"conserved"
3,0.1,0.6,37493,37493,"conserved"
3,0.1,0.6,37495,37495,"conserved"
3,0.1,0.6,37497,37497,"conserved"
3,0.1,0.6,37499,37499,"acc"
3,0.1,0.6,37501,37501,"acc"
3,0.1,0.6,37503,37503,"acc"
3,0.1,0.6,37505,37505,"acc"
3,0.1,0.6,37507,37507,"acc"
3,0.1,0.6,37509,37509,"acc"
3,0.1,0.6,37511,37511,"acc"
3,0.1,0.6,37513,37513,"conserved"
3,0.1,0.6,37515,37515,"acc"
3,0.1,0.6,37517,37517,"conserved"
3,0.1,0.6,37519,37519,"acc"
3,0.1,0.6,37521,37521,"acc"
3,0.1,0.6,37523,37523,"conserved"
3,0.1,0.6,37525,37525,"conserved"
3,0.1,0.6,37527,37527,"acc"
3,0.1,0.6,37529,37530,"conserved"
3,0.1,0.6,37532,37532,"conserved"
3,0.1,0.6,37534,37534,"conserved"
3,0.1,0.6,37536,37536,"acc"
3,0.1,0.6,37538,37538,"conserved"
3,0.1,0.6,37540,37540,"conserved"
3,0.1,0.6,37542,37542,"conserved"
3,0.1,0.6,37544,37544,"acc"
3,0.1,0.6,37546,37546,"conserved"
3,0.1,0.6,37548,37548,"acc"
3,0.1,0.6,37550,37550,"conserved"
3,0.1,0.6,37552,37552,"acc"
3,0.1,0.6,37554,37554,"conserved"
3,0.1,0.6,37556,37556,"conserved"
3,0.1,0.6,37558,37558,"conserved"
3,0.1,0.6,37560,37560,"acc"
3,0.1,0.6,37562,37562,"acc"
3,0.1,0.6,37564,37564,"conserved"
3,0.1,0.6,37566,37566,"acc"
3,0.1,0.6,37568,37568,"conserved"
3,0.1,0.6,37570,37570,"conserved"
3,0.1,0.6,37572,37572,"conserved"
3,0.1,0.6,37574,37574,"conserved"
3,0.1,0.6,37576,37576,"acc"
3,0.1,0.6,37578,37578,"acc"
3,0.1,0.6,37580,37580,"conserved"
3,0.1,0.6,37582,37582,"acc"
3,0.1,0.6,37584,37584,"conserved"
3,0.1,0.6,37586,37586,"acc"
3,0.1,0.6,37588,37588,"acc"
3,0.1,0.6,37590,37590,"acc"
3,0.1,0.6,37592,37592,"acc"
3,0.1,0.6,37594,37594,"conserved"
3,0.1,0.6,37596,37596,"acc"
3,0.1,0.6,37598,37598,"conserved"
3,0.1,0.6,37600,37600,"acc"
3,0.1,0.6,37602,37602,"conserved"
3,0.1,0.6,37604,37605,"conserved"
3,0.1,0.6,37607,37607,"conserved"
3,0.1,0.6,37609,37609,"acc"
3,0.1,0.6,37611,37611,"conserved"
3,0.1,0.6,37613,37613,"acc"
3,0.1,0.6,37615,37615,"acc"
3,0.1,0.6,37617,37617,"acc"
3,0.1,0.6,37619,37619,"conserved"
3,0.1,0.6,37621,37621,"acc"
3,0.1,0.6,37623,37623,"conserved"
3,0.1,0.6,37625,37625,"acc"
3,0.1,0.6,37627,37627,"conserved"
3,0.1,0.6,37629,37629,"conserved"
3,0.1,0.6,37631,37631,"conserved"
3,0.1,0.6,37633,37633,"acc"
3,0.1,0.6,37635,37635,"conserved"
3,0.1,0.6,37637,37637,"conserved"
3,0.1,0.6,37639,37639,"conserved"
3,0.1,0.6,37641,37641,"acc"
3,0.1,0.6,37643,37643,"conserved"
3,0.1,0.6,37645,37645,"conserved"
3,0.1,0.6,37647,37647,"conserved"
3,0.1,0.6,37649,37649,"acc"
3,0.1,0.6,37651,37651,"acc"
3,0.1,0.6,37653,37653,"conserved"
3,0.1,0.6,37655,37655,"conserved"
3,0.1,0.6,37657,37657,"conserved"
3,0.1,0.6,37659,37659,"conserved"
3,0.1,0.6,37661,37661,"conserved"
3,0.1,0.6,37663,37663,"acc"
3,0.1,0.6,37665,37665,"acc"
3,0.1,0.6,37667,37667,"acc"
3,0.1,0.6,37669,37669,"conserved"
3,0.1,0.6,37671,37671,"conserved"
3,0.1,0.6,37673,37673,"conserved"
3,0.1,0.6,37675,37675,"conserved"
3,0.1,0.6,37677,37677,"conserved"
3,0.1,0.6,37679,37679,"conserved"
3,0.1,0.6,37681,37681,"conserved"
3,0.1,0.6,37683,37683,"acc"
3,0.1,0.6,37685,37685,"conserved"
3,0.1,0.6,37687,37687,"conserved"
3,0.1,0.6,37689,37689,"acc"
3,0.1,0.6,37691,37691,"acc"
3,0.1,0.6,37693,37693,"acc"
3,0.1,0.6,37695,37695,"acc"
3,0.1,0.6,37697,37697,"conserved"
3,0.1,0.6,37699,37699,"acc"
3,0.1,0.6,37701,37701,"acc"
3,0.1,0.6,37703,37703,"conserved"
3,0.1,0.6,37705,37705,"acc"
3,0.1,0.6,37707,37707,"acc"
3,0.1,0.6,37709,37709,"conserved"
3,0.1,0.6,37711,37711,"conserved"
3,0.1,0.6,37713,37713,"conserved"
3,0.1,0.6,37715,37715,"acc"
3,0.1,0.6,37717,37717,"conserved"
3,0.1,0.6,37719,37719,"conserved"
3,0.1,0.6,37721,37721,"conserved"
3,0.1,0.6,37723,37723,"conserved"
3,0.1,0.6,37725,37725,"acc"
3,0.1,0.6,37727,37727,"acc"
3,0.1,0.6,37729,37729,"conserved"
3,0.1,0.6,37731,37731,"conserved"
3,0.1,0.6,37733,37733,"acc"
3,0.1,0.6,37735,37735,"acc"
3,0.1,0.6,37737,37737,"conserved"
3,0.1,0.6,37739,37739,"acc"
3,0.1,0.6,37741,37741,"acc"
3,0.1,0.6,37743,37743,"conserved"
3,0.1,0.6,37745,37745,"conserved"
3,0.1,0.6,37747,37747,"conserved"
3,0.1,0.6,37749,37749,"conserved"
3,0.1,0.6,37751,37751,"acc"
3,0.1,0.6,37753,37753,"conserved"
3,0.1,0.6,37755,37755,"acc"
3,0.1,0.6,37757,37757,"conserved"
3,0.1,0.6,37759,37759,"conserved"
3,0.1,0.6,37761,37761,"conserved"
3,0.1,0.6,37763,37763,"acc"
3,0.1,0.6,37765,37765,"conserved"
3,0.1,0.6,37767,37767,"conserved"
3,0.1,0.6,37769,37769,"conserved"
3,0.1,0.6,37771,37771,"conserved"
3,0.1,0.6,37773,37773,"acc"
3,0.1,0.6,37775,37775,"acc"
3,0.1,0.6,37777,37777,"conserved"
3,0.1,0.6,37779,37779,"conserved"
3,0.1,0.6,37781,37781,"acc"
3,0.1,0.6,37783,37783,"acc"
3,0.1,0.6,37785,37785,"acc"
3,0.1,0.6,37787,37787,"acc"
3,0.1,0.6,37789,37789,"conserved"
3,0.1,0.6,37791,37791,"acc"
3,0.1,0.6,37793,37793,"conserved"
3,0.1,0.6,37795,37795,"acc"
3,0.1,0.6,37797,37797,"conserved"
3,0.1,0.6,37799,37799,"acc"
3,0.1,0.6,37801,37801,"acc"
3,0.1,0.6,37803,37803,"acc"
3,0.1,0.6,37805,37805,"acc"
3,0.1,0.6,37807,37807,"acc"
3,0.1,0.6,37809,37809,"conserved"
